Time;Price (cent/kWh)
06/11/2023 7.59;8,618
06/11/2023 8.59;10,304
06/11/2023 9.59;9,032
06/11/2023 10.59;9,919
06/11/2023 11.59;7,87
06/11/2023 12.59;9,705
06/11/2023 13.59;9,963
06/11/2023 14.59;9,821
06/11/2023 15.59;11,221
06/11/2023 16.59;13,506
06/11/2023 17.59;16,576
06/11/2023 18.59;18,136
06/11/2023 19.59;11,84
06/11/2023 20.59;9,73
06/11/2023 21.59;8,447
06/11/2023 22.59;5,575
06/11/2023 23.59;4,351
07/11/2023 0.59;4,998
07/11/2023 1.59;4,661
07/11/2023 2.59;4,299
07/11/2023 3.59;4,412
07/11/2023 4.59;4,967
07/11/2023 5.59;8,679
07/11/2023 6.59;11,792
07/11/2023 7.59;17,338
07/11/2023 8.59;21,091
07/11/2023 9.59;21,786
07/11/2023 10.59;21,087
07/11/2023 11.59;15,014
07/11/2023 12.59;21,081
07/11/2023 13.59;15,37
07/11/2023 14.59;14,129
07/11/2023 15.59;12,367
07/11/2023 16.59;13,593
07/11/2023 17.59;16,476
07/11/2023 18.59;17,948
07/11/2023 19.59;12,179
07/11/2023 20.59;10,514
07/11/2023 21.59;10,027
07/11/2023 22.59;7,713
07/11/2023 23.59;5,878
08/11/2023 0.59;4,949
08/11/2023 1.59;4,635
08/11/2023 2.59;4,459
08/11/2023 3.59;4,375
08/11/2023 4.59;4,593
08/11/2023 5.59;5,646
08/11/2023 6.59;9,319
08/11/2023 7.59;10,655
08/11/2023 8.59;12,632
08/11/2023 9.59;11,251
08/11/2023 10.59;10,259
08/11/2023 11.59;9,777
08/11/2023 12.59;9,388
08/11/2023 13.59;9,434
08/11/2023 14.59;9,991
08/11/2023 15.59;9,98
08/11/2023 16.59;10,263
08/11/2023 17.59;10,539
08/11/2023 18.59;9,735
08/11/2023 19.59;9,006
08/11/2023 20.59;7,347
08/11/2023 21.59;6,333
08/11/2023 22.59;4,948
08/11/2023 23.59;3,804
09/11/2023 0.59;4,125
09/11/2023 1.59;3,648
09/11/2023 2.59;3,377
09/11/2023 3.59;3,172
09/11/2023 4.59;3,719
09/11/2023 5.59;8,681
09/11/2023 6.59;13,592
09/11/2023 7.59;14,887
09/11/2023 8.59;15,087
09/11/2023 9.59;13,597
09/11/2023 10.59;12,41
09/11/2023 11.59;12,07
09/11/2023 12.59;13,616
09/11/2023 13.59;15,924
09/11/2023 14.59;12,179
09/11/2023 15.59;8,164
09/11/2023 16.59;11,409
09/11/2023 17.59;11,706
09/11/2023 18.59;11,584
09/11/2023 19.59;10,514
09/11/2023 20.59;4,827
09/11/2023 21.59;4,604
09/11/2023 22.59;4,114
09/11/2023 23.59;3,529
10/11/2023 0.59;3,445
10/11/2023 1.59;3,102
10/11/2023 2.59;2,94
10/11/2023 3.59;2,822
10/11/2023 4.59;2,788
10/11/2023 5.59;3,096
10/11/2023 6.59;3,72
10/11/2023 7.59;7,781
10/11/2023 8.59;10,123
10/11/2023 9.59;9,941
10/11/2023 10.59;9,803
10/11/2023 11.59;9,674
10/11/2023 12.59;8,68
10/11/2023 13.59;6,459
10/11/2023 14.59;5,58
10/11/2023 15.59;7,56
10/11/2023 16.59;5,336
10/11/2023 17.59;5,336
10/11/2023 18.59;4,155
10/11/2023 19.59;3,457
10/11/2023 20.59;3,076
10/11/2023 21.59;2,817
10/11/2023 22.59;2,73
10/11/2023 23.59;2,413
11/11/2023 0.59;2,504
11/11/2023 1.59;2,513
11/11/2023 2.59;2,481
11/11/2023 3.59;2,449
11/11/2023 4.59;2,505
11/11/2023 5.59;2,533
11/11/2023 6.59;2,604
11/11/2023 7.59;2,785
11/11/2023 8.59;3,153
11/11/2023 9.59;3,525
11/11/2023 10.59;3,515
11/11/2023 11.59;3,591
11/11/2023 12.59;3,597
11/11/2023 13.59;3,711
11/11/2023 14.59;3,589
11/11/2023 15.59;3,545
11/11/2023 16.59;3,828
11/11/2023 17.59;3,93
11/11/2023 18.59;3,958
11/11/2023 19.59;3,677
11/11/2023 20.59;3,163
11/11/2023 21.59;3,075
11/11/2023 22.59;2,851
11/11/2023 23.59;2,575
12/11/2023 0.59;2,713
12/11/2023 1.59;2,654
12/11/2023 2.59;2,613
12/11/2023 3.59;2,577
12/11/2023 4.59;2,587
12/11/2023 5.59;2,647
12/11/2023 6.59;2,543
12/11/2023 7.59;2,685
12/11/2023 8.59;2,831
12/11/2023 9.59;3,117
12/11/2023 10.59;3,59
12/11/2023 11.59;3,781
12/11/2023 12.59;3,875
12/11/2023 13.59;3,963
12/11/2023 14.59;4,034
12/11/2023 15.59;4,192
12/11/2023 16.59;4,615
12/11/2023 17.59;4,96
12/11/2023 18.59;4,961
12/11/2023 19.59;4,846
12/11/2023 20.59;4,577
12/11/2023 21.59;4,536
12/11/2023 22.59;4,248
12/11/2023 23.59;4,104
13/11/2023 0.59;4,338
13/11/2023 1.59;4,329
13/11/2023 2.59;4,341
13/11/2023 3.59;4,45
13/11/2023 4.59;4,842
13/11/2023 5.59;5,303
13/11/2023 6.59;10,349
13/11/2023 7.59;11,83
13/11/2023 8.59;14,785
13/11/2023 9.59;15,159
13/11/2023 10.59;14,311
13/11/2023 11.59;12,114
13/11/2023 12.59;11,169
13/11/2023 13.59;11,136
13/11/2023 14.59;10,406
13/11/2023 15.59;9,936
13/11/2023 16.59;9,755
13/11/2023 17.59;9,956
13/11/2023 18.59;9,92
13/11/2023 19.59;9,097
13/11/2023 20.59;5,773
13/11/2023 21.59;5,327
13/11/2023 22.59;4,626
13/11/2023 23.59;3,721
14/11/2023 0.59;4,564
14/11/2023 1.59;4,723
14/11/2023 2.59;4,674
14/11/2023 3.59;4,51
14/11/2023 4.59;5,533
14/11/2023 5.59;9,921
14/11/2023 6.59;16,74
14/11/2023 7.59;15,386
14/11/2023 8.59;15,382
14/11/2023 9.59;15,381
14/11/2023 10.59;16,744
14/11/2023 11.59;18,609
14/11/2023 12.59;18,607
14/11/2023 13.59;11,556
14/11/2023 14.59;14,323
14/11/2023 15.59;15,383
14/11/2023 16.59;16,742
14/11/2023 17.59;15,38
14/11/2023 18.59;15,378
14/11/2023 19.59;14,447
14/11/2023 20.59;12,295
14/11/2023 21.59;10,929
14/11/2023 22.59;11,067
14/11/2023 23.59;7,689
15/11/2023 0.59;10,056
15/11/2023 1.59;9,476
15/11/2023 2.59;9,04
15/11/2023 3.59;8,766
15/11/2023 4.59;9,232
15/11/2023 5.59;10,004
15/11/2023 6.59;15,557
15/11/2023 7.59;15,152
15/11/2023 8.59;15,945
15/11/2023 9.59;15,04
15/11/2023 10.59;13,985
15/11/2023 11.59;13,485
15/11/2023 12.59;12,412
15/11/2023 13.59;16,74
15/11/2023 14.59;13,177
15/11/2023 15.59;15,03
15/11/2023 16.59;15,247
15/11/2023 17.59;15,852
15/11/2023 18.59;16,108
15/11/2023 19.59;15,014
15/11/2023 20.59;13,628
15/11/2023 21.59;12,09
15/11/2023 22.59;11,366
15/11/2023 23.59;10,442
16/11/2023 0.59;10,597
16/11/2023 1.59;10,323
16/11/2023 2.59;9,356
16/11/2023 3.59;9,26
16/11/2023 4.59;10,056
16/11/2023 5.59;11,441
16/11/2023 6.59;19,852
16/11/2023 7.59;20,46
16/11/2023 8.59;20,46
16/11/2023 9.59;20,459
16/11/2023 10.59;20,459
16/11/2023 11.59;19,851
16/11/2023 12.59;19,451
16/11/2023 13.59;16,323
16/11/2023 14.59;20,459
16/11/2023 15.59;20,459
16/11/2023 16.59;24,123
16/11/2023 17.59;22,616
16/11/2023 18.59;17,847
16/11/2023 19.59;15,155
16/11/2023 20.59;14,584
16/11/2023 21.59;13,796
16/11/2023 22.59;13,227
16/11/2023 23.59;10,468
17/11/2023 0.59;12,04
17/11/2023 1.59;11,505
17/11/2023 2.59;10,902
17/11/2023 3.59;11,068
17/11/2023 4.59;11,499
17/11/2023 5.59;12,4
17/11/2023 6.59;14,271
17/11/2023 7.59;15,858
17/11/2023 8.59;17,598
17/11/2023 9.59;16,709
17/11/2023 10.59;15,861
17/11/2023 11.59;15,522
17/11/2023 12.59;14,818
17/11/2023 13.59;13,888
17/11/2023 14.59;15,365
17/11/2023 15.59;16,119
17/11/2023 16.59;16,993
17/11/2023 17.59;18,144
17/11/2023 18.59;18,012
17/11/2023 19.59;16,977
17/11/2023 20.59;15,393
17/11/2023 21.59;13,7
17/11/2023 22.59;11,966
17/11/2023 23.59;11,492
18/11/2023 0.59;11,435
18/11/2023 1.59;11,212
18/11/2023 2.59;10,876
18/11/2023 3.59;10,302
18/11/2023 4.59;9,911
18/11/2023 5.59;9,915
18/11/2023 6.59;10,345
18/11/2023 7.59;11,053
18/11/2023 8.59;12,017
18/11/2023 9.59;11,722
18/11/2023 10.59;11,914
18/11/2023 11.59;11,805
18/11/2023 12.59;11,854
18/11/2023 13.59;11,818
18/11/2023 14.59;12,035
18/11/2023 15.59;13,004
18/11/2023 16.59;16,119
18/11/2023 17.59;13,029
18/11/2023 18.59;13,31
18/11/2023 19.59;11,042
18/11/2023 20.59;10,304
18/11/2023 21.59;9,67
18/11/2023 22.59;9,146
18/11/2023 23.59;7,328
19/11/2023 0.59;5,935
19/11/2023 1.59;5,466
19/11/2023 2.59;5,235
19/11/2023 3.59;4,648
19/11/2023 4.59;4,349
19/11/2023 5.59;4,662
19/11/2023 6.59;5,181
19/11/2023 7.59;5,48
19/11/2023 8.59;5,906
19/11/2023 9.59;6,183
19/11/2023 10.59;7,126
19/11/2023 11.59;7,439
19/11/2023 12.59;7,698
19/11/2023 13.59;7,924
19/11/2023 14.59;8,213
19/11/2023 15.59;8,788
19/11/2023 16.59;10,042
19/11/2023 17.59;11,782
19/11/2023 18.59;12,796
19/11/2023 19.59;12,6
19/11/2023 20.59;10,993
19/11/2023 21.59;10,463
19/11/2023 22.59;10,782
19/11/2023 23.59;9,926
20/11/2023 0.59;8,678
20/11/2023 1.59;7,772
20/11/2023 2.59;7,429
20/11/2023 3.59;7,444
20/11/2023 4.59;8,03
20/11/2023 5.59;9,973
20/11/2023 6.59;17,364
20/11/2023 7.59;17,741
20/11/2023 8.59;17,907
20/11/2023 9.59;19,841
20/11/2023 10.59;16,12
20/11/2023 11.59;15,915
20/11/2023 12.59;15,914
20/11/2023 13.59;15,915
20/11/2023 14.59;17,138
20/11/2023 15.59;18,368
20/11/2023 16.59;19,777
20/11/2023 17.59;18,228
20/11/2023 18.59;17,358
20/11/2023 19.59;16,53
20/11/2023 20.59;14,436
20/11/2023 21.59;12,882
20/11/2023 22.59;12,983
20/11/2023 23.59;11,734
21/11/2023 0.59;16,119
21/11/2023 1.59;12,177
21/11/2023 2.59;11,919
21/11/2023 3.59;11,305
21/11/2023 4.59;11,877
21/11/2023 5.59;22,446
21/11/2023 6.59;68,204
21/11/2023 7.59;60,511
21/11/2023 8.59;68,195
21/11/2023 9.59;49,342
21/11/2023 10.59;49,826
21/11/2023 11.59;60,508
21/11/2023 12.59;49,61
21/11/2023 13.59;40,918
21/11/2023 14.59;60,505
21/11/2023 15.59;96,37
21/11/2023 16.59;42,843
21/11/2023 17.59;24,802
21/11/2023 18.59;20,459
21/11/2023 19.59;17,247
21/11/2023 20.59;16,379
21/11/2023 21.59;19,226
21/11/2023 22.59;13,753
21/11/2023 23.59;12,157
22/11/2023 0.59;11,8
22/11/2023 1.59;11,415
22/11/2023 2.59;11,415
22/11/2023 3.59;11,055
22/11/2023 4.59;11,003
22/11/2023 5.59;5,328
22/11/2023 6.59;9,18
22/11/2023 7.59;9,544
22/11/2023 8.59;6,801
22/11/2023 9.59;4,919
22/11/2023 10.59;3,941
22/11/2023 11.59;3,192
22/11/2023 12.59;3,099
22/11/2023 13.59;2,61
22/11/2023 14.59;2,461
22/11/2023 15.59;2,475
22/11/2023 16.59;2,597
22/11/2023 17.59;2,551
22/11/2023 18.59;2,381
22/11/2023 19.59;2,122
22/11/2023 20.59;1,938
22/11/2023 21.59;1,895
22/11/2023 22.59;1,58
22/11/2023 23.59;1,473
23/11/2023 0.59;0,625
23/11/2023 1.59;1,19
23/11/2023 2.59;1,242
23/11/2023 3.59;1,247
23/11/2023 4.59;1,462
23/11/2023 5.59;2,036
23/11/2023 6.59;7,228
23/11/2023 7.59;10,635
23/11/2023 8.59;10,781
23/11/2023 9.59;10,871
23/11/2023 10.59;10,86
23/11/2023 11.59;10,932
23/11/2023 12.59;10,912
23/11/2023 13.59;10,809
23/11/2023 14.59;10,59
23/11/2023 15.59;10,835
23/11/2023 16.59;10,843
23/11/2023 17.59;10,819
23/11/2023 18.59;10,826
23/11/2023 19.59;10,861
23/11/2023 20.59;8,059
23/11/2023 21.59;6,999
23/11/2023 22.59;3,112
23/11/2023 23.59;3,101
24/11/2023 0.59;0,184
24/11/2023 1.59;0,012
24/11/2023 2.59;0,015
24/11/2023 3.59;0,042
24/11/2023 4.59;0,192
24/11/2023 5.59;0,549
24/11/2023 6.59;1,995
24/11/2023 7.59;2,484
24/11/2023 8.59;2,574
24/11/2023 9.59;2,587
24/11/2023 10.59;2,683
24/11/2023 11.59;2,604
24/11/2023 12.59;0,001
24/11/2023 13.59;-1
24/11/2023 14.59;-50
24/11/2023 15.59;-50
24/11/2023 16.59;-50
24/11/2023 17.59;-50
24/11/2023 18.59;-50
24/11/2023 19.59;-50
24/11/2023 20.59;-50
24/11/2023 21.59;-50
24/11/2023 22.59;-50
24/11/2023 23.59;-50
25/11/2023 0.59;3,477
25/11/2023 1.59;3,213
25/11/2023 2.59;3,161
25/11/2023 3.59;3,127
25/11/2023 4.59;3,164
25/11/2023 5.59;2,595
25/11/2023 6.59;2,889
25/11/2023 7.59;3,238
25/11/2023 8.59;4,251
25/11/2023 9.59;9,294
25/11/2023 10.59;10,792
25/11/2023 11.59;10,536
25/11/2023 12.59;10,265
25/11/2023 13.59;10,054
25/11/2023 14.59;10,902
25/11/2023 15.59;11,547
25/11/2023 16.59;13,807
25/11/2023 17.59;14,942
25/11/2023 18.59;15,335
25/11/2023 19.59;15,284
25/11/2023 20.59;14,585
25/11/2023 21.59;13,826
25/11/2023 22.59;13,501
25/11/2023 23.59;11,634
26/11/2023 0.59;13,35
26/11/2023 1.59;12,673
26/11/2023 2.59;12,261
26/11/2023 3.59;12,018
26/11/2023 4.59;11,688
26/11/2023 5.59;13,634
26/11/2023 6.59;12,259
26/11/2023 7.59;12,673
26/11/2023 8.59;17,635
26/11/2023 9.59;17,966
26/11/2023 10.59;13,952
26/11/2023 11.59;15,29
26/11/2023 12.59;13,721
26/11/2023 13.59;13,315
26/11/2023 14.59;16,119
26/11/2023 15.59;17,968
26/11/2023 16.59;17,984
26/11/2023 17.59;17,832
26/11/2023 18.59;18,559
26/11/2023 19.59;17,749
26/11/2023 20.59;16,853
26/11/2023 21.59;15,179
26/11/2023 22.59;14,4
26/11/2023 23.59;12,334
27/11/2023 0.59;11,926
27/11/2023 1.59;11,305
27/11/2023 2.59;10,88
27/11/2023 3.59;10,748
27/11/2023 4.59;10,639
27/11/2023 5.59;11,667
27/11/2023 6.59;15,129
27/11/2023 7.59;17,226
27/11/2023 8.59;17,979
27/11/2023 9.59;17,287
27/11/2023 10.59;17,112
27/11/2023 11.59;16,981
27/11/2023 12.59;16,098
27/11/2023 13.59;15,941
27/11/2023 14.59;15,573
27/11/2023 15.59;14,564
27/11/2023 16.59;14,022
27/11/2023 17.59;15,071
27/11/2023 18.59;14,258
27/11/2023 19.59;12,673
27/11/2023 20.59;7,093
27/11/2023 21.59;7,305
27/11/2023 22.59;4,96
27/11/2023 23.59;3,711
28/11/2023 0.59;2,564
28/11/2023 1.59;2,549
28/11/2023 2.59;2,518
28/11/2023 3.59;2,532
28/11/2023 4.59;2,551
28/11/2023 5.59;2,588
28/11/2023 6.59;3,176
28/11/2023 7.59;6,633
28/11/2023 8.59;5,989
28/11/2023 9.59;6,391
28/11/2023 10.59;7,249
28/11/2023 11.59;9,663
28/11/2023 12.59;9,559
28/11/2023 13.59;8,69
28/11/2023 14.59;7,125
28/11/2023 15.59;5,461
28/11/2023 16.59;3,887
28/11/2023 17.59;4,032
28/11/2023 18.59;3,496
28/11/2023 19.59;3,675
28/11/2023 20.59;3,222
28/11/2023 21.59;3,101
28/11/2023 22.59;2,817
28/11/2023 23.59;2,559
29/11/2023 0.59;2,502
29/11/2023 1.59;2,578
29/11/2023 2.59;2,983
29/11/2023 3.59;3,346
29/11/2023 4.59;6,901
29/11/2023 5.59;11,646
29/11/2023 6.59;12,752
29/11/2023 7.59;16,441
29/11/2023 8.59;18,517
29/11/2023 9.59;17,676
29/11/2023 10.59;16,989
29/11/2023 11.59;16,166
29/11/2023 12.59;16,274
29/11/2023 13.59;16,88
29/11/2023 14.59;18,594
29/11/2023 15.59;20,832
29/11/2023 16.59;24,8
29/11/2023 17.59;31
29/11/2023 18.59;31
29/11/2023 19.59;24,8
29/11/2023 20.59;19,964
29/11/2023 21.59;17,237
29/11/2023 22.59;15,506
29/11/2023 23.59;13,729
30/11/2023 0.59;12,643
30/11/2023 1.59;12,559
30/11/2023 2.59;12,28
30/11/2023 3.59;12,04
30/11/2023 4.59;12,236
30/11/2023 5.59;13,181
30/11/2023 6.59;16,047
30/11/2023 7.59;20,843
30/11/2023 8.59;27,189
30/11/2023 9.59;29,404
30/11/2023 10.59;27,59
30/11/2023 11.59;27,694
30/11/2023 12.59;24,206
30/11/2023 13.59;23,536
30/11/2023 14.59;24,18
30/11/2023 15.59;22,826
30/11/2023 16.59;17,634
30/11/2023 17.59;16,119
30/11/2023 18.59;16,113
30/11/2023 19.59;14,382
30/11/2023 20.59;11,866
30/11/2023 21.59;13,639
30/11/2023 22.59;11,556
30/11/2023 23.59;9,041
01/12/2023 0.59;9,012
01/12/2023 1.59;8,687
01/12/2023 2.59;8,555
01/12/2023 3.59;8,549
01/12/2023 4.59;9,109
01/12/2023 5.59;9,919
01/12/2023 6.59;14,4
01/12/2023 7.59;16,601
01/12/2023 8.59;14,946
01/12/2023 9.59;11,785
01/12/2023 10.59;13,64
01/12/2023 11.59;15,808
01/12/2023 12.59;16,12
01/12/2023 13.59;16,119
01/12/2023 14.59;17,888
01/12/2023 15.59;18,235
01/12/2023 16.59;16,119
01/12/2023 17.59;15,406
01/12/2023 18.59;14,88
01/12/2023 19.59;14,528
01/12/2023 20.59;14,881
01/12/2023 21.59;15,035
01/12/2023 22.59;14,255
01/12/2023 23.59;12,265
02/12/2023 0.59;12,669
02/12/2023 1.59;12,122
02/12/2023 2.59;11,352
02/12/2023 3.59;11,156
02/12/2023 4.59;11,795
02/12/2023 5.59;11,869
02/12/2023 6.59;11,972
02/12/2023 7.59;12,602
02/12/2023 8.59;14,46
02/12/2023 9.59;15,44
02/12/2023 10.59;16,246
02/12/2023 11.59;15,775
02/12/2023 12.59;15,076
02/12/2023 13.59;14,208
02/12/2023 14.59;14,696
02/12/2023 15.59;15,314
02/12/2023 16.59;16,094
02/12/2023 17.59;17,861
02/12/2023 18.59;17,975
02/12/2023 19.59;16,065
02/12/2023 20.59;14,828
02/12/2023 21.59;13,898
02/12/2023 22.59;13,231
02/12/2023 23.59;12,765
03/12/2023 0.59;13,039
03/12/2023 1.59;12,363
03/12/2023 2.59;11,776
03/12/2023 3.59;11,015
03/12/2023 4.59;11,451
03/12/2023 5.59;11,1
03/12/2023 6.59;11,019
03/12/2023 7.59;11,424
03/12/2023 8.59;12,03
03/12/2023 9.59;12,419
03/12/2023 10.59;13,015
03/12/2023 11.59;13,029
03/12/2023 12.59;12,856
03/12/2023 13.59;12,705
03/12/2023 14.59;13,104
03/12/2023 15.59;14,611
03/12/2023 16.59;15,525
03/12/2023 17.59;16,333
03/12/2023 18.59;16,395
03/12/2023 19.59;15,633
03/12/2023 20.59;13,929
03/12/2023 21.59;13,294
03/12/2023 22.59;12,287
03/12/2023 23.59;11,299
04/12/2023 0.59;11,925
04/12/2023 1.59;11,469
04/12/2023 2.59;11,217
04/12/2023 3.59;10,927
04/12/2023 4.59;10,984
04/12/2023 5.59;13,884
04/12/2023 6.59;18,599
04/12/2023 7.59;24,68
04/12/2023 8.59;29,216
04/12/2023 9.59;29,325
04/12/2023 10.59;25,585
04/12/2023 11.59;20,595
04/12/2023 12.59;19,849
04/12/2023 13.59;20,708
04/12/2023 14.59;21,705
04/12/2023 15.59;26,01
04/12/2023 16.59;32,579
04/12/2023 17.59;25,587
04/12/2023 18.59;22,852
04/12/2023 19.59;18,73
04/12/2023 20.59;15,798
04/12/2023 21.59;15,138
04/12/2023 22.59;14,028
04/12/2023 23.59;11,754
05/12/2023 0.59;13,651
05/12/2023 1.59;13,649
05/12/2023 2.59;13,646
05/12/2023 3.59;13,649
05/12/2023 4.59;13,649
05/12/2023 5.59;18,599
05/12/2023 6.59;28,367
05/12/2023 7.59;31,007
05/12/2023 8.59;41,168
05/12/2023 9.59;31,01
05/12/2023 10.59;30,986
05/12/2023 11.59;25,166
05/12/2023 12.59;23,293
05/12/2023 13.59;23,403
05/12/2023 14.59;24,7
05/12/2023 15.59;28,141
05/12/2023 16.59;27,991
05/12/2023 17.59;21,402
05/12/2023 18.59;18,76
05/12/2023 19.59;17,756
05/12/2023 20.59;15,95
05/12/2023 21.59;14,611
05/12/2023 22.59;13,832
05/12/2023 23.59;12,807
06/12/2023 0.59;12,731
06/12/2023 1.59;13,877
06/12/2023 2.59;12,05
06/12/2023 3.59;12,338
06/12/2023 4.59;14,29
06/12/2023 5.59;12,484
06/12/2023 6.59;13,261
06/12/2023 7.59;17,007
06/12/2023 8.59;21,327
06/12/2023 9.59;21,268
06/12/2023 10.59;19,156
06/12/2023 11.59;18,585
06/12/2023 12.59;18,562
06/12/2023 13.59;17,918
06/12/2023 14.59;17,851
06/12/2023 15.59;18,294
06/12/2023 16.59;20,336
06/12/2023 17.59;22,081
06/12/2023 18.59;20,495
06/12/2023 19.59;18,591
06/12/2023 20.59;15,641
06/12/2023 21.59;13,929
06/12/2023 22.59;12,896
06/12/2023 23.59;12,12
07/12/2023 0.59;11,908
07/12/2023 1.59;11,756
07/12/2023 2.59;11,637
07/12/2023 3.59;11,159
07/12/2023 4.59;11,107
07/12/2023 5.59;11,58
07/12/2023 6.59;13,557
07/12/2023 7.59;15,799
07/12/2023 8.59;12,817
07/12/2023 9.59;12,497
07/12/2023 10.59;12,512
07/12/2023 11.59;12,476
07/12/2023 12.59;13,864
07/12/2023 13.59;15,648
07/12/2023 14.59;12,817
07/12/2023 15.59;13,082
07/12/2023 16.59;12,753
07/12/2023 17.59;12,491
07/12/2023 18.59;12,677
07/12/2023 19.59;12,513
07/12/2023 20.59;11,871
07/12/2023 21.59;11,68
07/12/2023 22.59;11,609
07/12/2023 23.59;10,798
08/12/2023 0.59;10,799
08/12/2023 1.59;10,324
08/12/2023 2.59;10,097
08/12/2023 3.59;9,86
08/12/2023 4.59;9,92
08/12/2023 5.59;10,793
08/12/2023 6.59;12,003
08/12/2023 7.59;12,918
08/12/2023 8.59;13,969
08/12/2023 9.59;14,696
08/12/2023 10.59;14,725
08/12/2023 11.59;14,539
08/12/2023 12.59;14,466
08/12/2023 13.59;13,861
08/12/2023 14.59;13,59
08/12/2023 15.59;14,219
08/12/2023 16.59;13,815
08/12/2023 17.59;14,178
08/12/2023 18.59;14,25
08/12/2023 19.59;12,69
08/12/2023 20.59;11,768
08/12/2023 21.59;10,223
08/12/2023 22.59;9,079
08/12/2023 23.59;8,679
09/12/2023 0.59;7,44
09/12/2023 1.59;7,404
09/12/2023 2.59;7,392
09/12/2023 3.59;7,273
09/12/2023 4.59;7,44
09/12/2023 5.59;6,799
09/12/2023 6.59;7,294
09/12/2023 7.59;7,615
09/12/2023 8.59;7,44
09/12/2023 9.59;7,594
09/12/2023 10.59;8,186
09/12/2023 11.59;8,68
09/12/2023 12.59;9,393
09/12/2023 13.59;9,92
09/12/2023 14.59;10,618
09/12/2023 15.59;10,354
09/12/2023 16.59;9,93
09/12/2023 17.59;9,801
09/12/2023 18.59;9,601
09/12/2023 19.59;8,612
09/12/2023 20.59;7,993
09/12/2023 21.59;7,491
09/12/2023 22.59;7,048
09/12/2023 23.59;5,726
10/12/2023 0.59;7,439
10/12/2023 1.59;5,58
10/12/2023 2.59;5,579
10/12/2023 3.59;5,742
10/12/2023 4.59;7,439
10/12/2023 5.59;8,969
10/12/2023 6.59;7,439
10/12/2023 7.59;9,175
10/12/2023 8.59;9,92
10/12/2023 9.59;10,245
10/12/2023 10.59;10,958
10/12/2023 11.59;11,704
10/12/2023 12.59;10,721
10/12/2023 13.59;11,301
10/12/2023 14.59;12,264
10/12/2023 15.59;12,353
10/12/2023 16.59;12,876
10/12/2023 17.59;12,355
10/12/2023 18.59;12,363
10/12/2023 19.59;12,312
10/12/2023 20.59;12,035
10/12/2023 21.59;11,071
10/12/2023 22.59;9,708
10/12/2023 23.59;8,576
11/12/2023 0.59;11,011
11/12/2023 1.59;10,239
11/12/2023 2.59;9,805
11/12/2023 3.59;9,913
11/12/2023 4.59;11,841
11/12/2023 5.59;15,863
11/12/2023 6.59;19,361
11/12/2023 7.59;18,435
11/12/2023 8.59;23,328
11/12/2023 9.59;18,78
11/12/2023 10.59;19,138
11/12/2023 11.59;17,014
11/12/2023 12.59;18,397
11/12/2023 13.59;19,195
11/12/2023 14.59;20,269
11/12/2023 15.59;22,451
11/12/2023 16.59;19,511
11/12/2023 17.59;18,586
11/12/2023 18.59;17,403
11/12/2023 19.59;16,113
11/12/2023 20.59;13,752
11/12/2023 21.59;14,735
11/12/2023 22.59;12,241
11/12/2023 23.59;10,766
12/12/2023 0.59;13,293
12/12/2023 1.59;11,789
12/12/2023 2.59;11,78
12/12/2023 3.59;11,618
12/12/2023 4.59;11,791
12/12/2023 5.59;18,599
12/12/2023 6.59;22,815
12/12/2023 7.59;24,804
12/12/2023 8.59;24,804
12/12/2023 9.59;24,801
12/12/2023 10.59;22,816
12/12/2023 11.59;22,815
12/12/2023 12.59;19,219
12/12/2023 13.59;18,6
12/12/2023 14.59;21,229
12/12/2023 15.59;24,22
12/12/2023 16.59;22,423
12/12/2023 17.59;21,335
12/12/2023 18.59;19,22
12/12/2023 19.59;18,808
12/12/2023 20.59;18,23
12/12/2023 21.59;15,865
12/12/2023 22.59;13,757
12/12/2023 23.59;12,125
13/12/2023 0.59;10,891
13/12/2023 1.59;10,547
13/12/2023 2.59;9,609
13/12/2023 3.59;9,609
13/12/2023 4.59;11,764
13/12/2023 5.59;11,564
13/12/2023 6.59;18,599
13/12/2023 7.59;18,6
13/12/2023 8.59;18,6
13/12/2023 9.59;18,599
13/12/2023 10.59;18,311
13/12/2023 11.59;18,6
13/12/2023 12.59;18,6
13/12/2023 13.59;18,493
13/12/2023 14.59;18,482
13/12/2023 15.59;18,066
13/12/2023 16.59;18,705
13/12/2023 17.59;18,4
13/12/2023 18.59;18,599
13/12/2023 19.59;16,109
13/12/2023 20.59;13,971
13/12/2023 21.59;12,487
13/12/2023 22.59;12,922
13/12/2023 23.59;11,286
14/12/2023 0.59;9,671
14/12/2023 1.59;9,461
14/12/2023 2.59;9,541
14/12/2023 3.59;9,671
14/12/2023 4.59;10,541
14/12/2023 5.59;13,655
14/12/2023 6.59;19,096
14/12/2023 7.59;22,815
14/12/2023 8.59;20,842
14/12/2023 9.59;20,834
14/12/2023 10.59;19,219
14/12/2023 11.59;22,28
14/12/2023 12.59;19,219
14/12/2023 13.59;17,408
14/12/2023 14.59;19,219
14/12/2023 15.59;23,358
14/12/2023 16.59;23,317
14/12/2023 17.59;22,398
14/12/2023 18.59;17,906
14/12/2023 19.59;15,248
14/12/2023 20.59;13,626
14/12/2023 21.59;14,261
14/12/2023 22.59;11,713
14/12/2023 23.59;10,611
15/12/2023 0.59;10,732
15/12/2023 1.59;10,328
15/12/2023 2.59;9,998
15/12/2023 3.59;9,72
